Urut;Progeny;Treatment;TreeNb;NbLeaf;Status;NewLeafDate;PruningLeafDate;DryLeafDate;BrokenLeafDate;HarvestingBunchDate;SpatheOpeningDate;BunchSex;PetioleLength;PetioleFW;PetSampleFW;PetSampleDW;PetioleWaterContent;PetioleDW;RachisLength;RachisFW;RacSampleFW;RacSampleDW;RachisWaterContent;RachisDW;LeafletNbRigth;LeafletNbLeft;LeafletTotNb;LeafletFW;LeafSampleFW;LeafSampleDW;LeafWaterContent;LeafletDW;HarvestingBunchDate;BunchFW;BunchDW;PeduncleFW;PedSampleFW;PedSampleDW;PeduncleWaterContent;PeduncleDW;SpikeletFW;SpiSampleFW;SpiSampleDW;SpikeletWaterContent;SpikeletDW;ParthenoFruitNb;ParthenoFruitFW;ParthenoSampleFW;ParthenoSampleDW;ParthenoFruitWaterContent;ParthenoFruitDW;FruitNb;FruitFW;FruitSampleFW;FruitSampleDW;FruitWaterContent;FruitDW;PulpSampleFW;PulpSampleDW;NutSampleFW;NutSampleDW
1009;P83;Irrigation;I12;-24;;10/09/08;27/02/10;;;27/02/10;14/05/09;F;182,50;7840,00;148,60;38,20;0,74;2015,40;650,00;5840,00;155,80;42,90;0,72;1608,10;191,00;187,00;378,00;3980,00;79,40;31,50;0,60;1579,00;38774,00;23340,00;13106,36;1580,00;118,00;21,20;0,82;284,00;5840,00;95,00;34,20;0,64;2102,40;476,00;300,00;49,00;8,20;0,83;50,20;1517,00;15620,00;207,00;141,40;0,32;10669,90;169,00;114,70;38,00;26,70
1010;P83;Irrigation;I12;-25;;26/09/08;03/04/10;;;;28/05/09;M;171,00;6840,00;137,20;37,70;0,73;1879,50;636,00;8360,00;130,70;36,20;0,72;2315,50;189,00;187,00;376,00;3760,00;124,10;49,60;0,60;1502,80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1011;P83;Irrigation;I12;-26;;15/10/08;27/03/10;;;;10/07/09;M;165,50;6760,00;144,00;36,50;0,75;1713,50;644,00;5740,00;149,70;35,90;0,76;1376,50;188,00;189,00;377,00;4020,00;123,30;46,50;0,62;1516,10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1012;P83;Irrigation;I12;-27;;30/10/08;18/10/10;;;07/08/09;23/07/09;F;175,00;6660,00;198,00;123,70;0,38;4160,80;663,00;5960,00;203,50;59,60;0,71;1745,50;187,00;198,00;385,00;3860,00;210,10;122,00;0,42;2241,40;38570,00;35270,00;20029,40;1800,00;183,50;23,20;0,87;228,00;7000,00;139,40;50,60;0,64;2540,90;556,00;1160,00;83,00;13,50;0,84;188,70;1830,00;25310,00;258,70;174,50;0,33;17072,30;210,50;143,60;48,20;30,90
1013;P83;Irrigation;I12;-28;;30/10/08;08/05/10;;;;23/07/09;M;161,00;6600,00;180,50;40,20;0,78;1469,90;638,00;5500,00;181,80;37,80;0,79;1143,60;188,00;183,00;371,00;4400,00;220,20;64,50;0,71;1288,80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1014;P83;Irrigation;I12;-29;dry;12/11/08;24/06/10;24/06/10;;;03/09/09;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1015;P83;Irrigation;I12;-30;dry;10/12/08;13/11/10;13/11/10;;03/04/10;01/10/09;F;;;;;;;;;;;;;;;;;;;;;38809,00;16940,00;8833,48;1520,00;128,00;22,30;0,83;265,00;4400,00;94,00;31,70;0,66;1483,80;960,00;1260,00;24,00;3,30;0,86;173,30;1293,00;9760,00;233,00;165,00;0,29;6911,60;192,00;134,40;41,00;30,60
1016;P83;Irrigation;I12;-31;dry;10/12/08;10/06/10;10/06/10;;27/03/10;01/10/09;F;;;;;;;;;;;;;;;;;;;;;38802,00;20700,00;10611,22;1280,00;150,00;23,80;0,84;203,00;4380,00;111,00;41,90;0,62;1653,40;560,00;1140,00;45,00;5,90;0,87;149,50;1506,00;13900,00;241,00;149,20;0,38;8605,30;196,00;117,40;45,00;31,80
1017;P83;Irrigation;I12;-32;dry;07/01/09;18/03/11;17/03/11;;;29/10/09;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1018;P83;Irrigation;I12;-33;;21/01/09;04/06/11;;;08/05/10;12/11/09;F;160,00;6700,00;251,20;74,80;0,70;1995,10;658,00;6500,00;242,20;76,00;0,69;2039,60;192,00;191,00;383,00;3650,00;217,10;125,40;0,42;2108,30;38844,00;23300,00;12714,98;1340,00;145,00;24,70;0,83;228,00;4340,00;114,00;37,80;0,67;1439,10;986,00;1720,00;46,00;7,40;0,84;276,70;1478,00;15900,00;248,00;168,00;0,32;10771,00;205,00;141,10;43,00;26,90
1019;P83;Irrigation;I12;-34;;05/02/09;12/02/11;31/03/11;;;04/02/10;M;152,00;6000,00;178,40;86,50;0,52;2909,20;645,00;5400,00;186,00;103,60;0,44;3007,70;170,00;186,00;356,00;3500,00;188,70;86,20;0,54;1598,80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1020;P83;Irrigation;I12;-35;;05/03/09;18/10/10;;;;;A;164,00;6800,00;218,90;142,80;0,35;4436,00;670,00;6500,00;6500,00;157,90;0,98;157,90;190,00;194,00;384,00;4020,00;208,90;125,70;0,40;2418,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1021;P83;Irrigation;I12;-36;;05/03/09;22/10/10;;;28/08/10;18/02/10;F;157,00;6640,00;198,20;96,20;0,51;3222,80;660,00;6100,00;239,40;133,00;0,44;3388,90;197,00;190,00;387,00;3980,00;2636,30;147,50;0,94;222,70;38956,00;14660,00;7925,91;1000,00;200,00;38,60;0,81;193,00;2800,00;200,00;72,80;0,64;1019,20;837,00;1450,00;40,00;11,70;0,71;424,10;762,00;9410,00;193,00;129,00;0,33;6289,60;150,00;100,50;42,00;28,50
1022;P83;Irrigation;I12;-37;;02/04/09;29/10/10;;;;04/03/10;M;153,00;6240,00;213,60;151,30;0,29;4420,00;676,00;6040,00;190,60;137,40;0,28;4354,10;194,00;192,00;386,00;4300,00;181,70;121,40;0,33;2873,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1023;P83;Irrigation;I12;-38;;16/04/09;13/11/10;;;;18/03/10;M;162,00;6980,00;255,50;63,10;0,75;1723,80;667,00;6100,00;247,70;82,40;0,67;2029,20;208,00;212,00;420,00;4100,00;232,60;107,50;0,54;1894,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1024;P83;Irrigation;I12;-39;;30/04/09;26/11/10;;;;18/03/10;M;162,00;7280,00;211,30;82,00;0,61;2825,20;649,00;6320,00;210,90;76,40;0,64;2289,50;191,00;188,00;379,00;4920,00;202,50;90,50;0,55;2198,80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1025;P83;Irrigation;I12;-40;;28/05/09;05/03/11;;;18/10/10;29/04/10;F;156,00;6100,00;225,00;92,00;0,59;2494,20;668,00;6400,00;259,20;109,00;0,58;2691,40;190,00;186,00;376,00;5000,00;226,20;97,50;0,57;2155,20;39007,00;22450,00;13971,29;1270,00;208,00;130,40;0,37;796,00;5340,00;208,00;138,80;0,33;3563,40;1120,00;1050,00;32,00;9,10;0,72;298,60;1585,00;14790,00;128,00;80,60;0,37;9313,10;90,00;56,50;36,00;24,10
1026;P83;Irrigation;I12;-41;;28/05/09;28/08/10;05/08/10;;22/10/10;29/04/10;F;;;;;;;651,00;6280,00;183,40;47,30;0,74;1619,70;193,00;184,00;377,00;3500,00;165,20;66,00;0,60;1398,30;39011,00;23220,00;10178,80;1340,00;214,00;89,10;0,58;558,00;4210,00;210,00;122,60;0,42;2457,80;910,00;1130,00;45,00;10,60;0,76;266,20;1562,00;16540,00;159,00;66,30;0,58;6896,90;112,00;44,30;45,00;22,00
1027;P83;Irrigation;I12;-42;;25/06/09;05/02/11;;;29/10/10;13/05/10;F;165,00;7100,00;178,70;76,10;0,57;3023,60;657,00;6500,00;186,70;94,00;0,50;3272,60;195,00;186,00;381,00;4700,00;177,20;80,00;0,55;2121,90;39018,00;23700,00;15730,89;1140,00;222,00;151,40;0,32;777,00;4220,00;226,00;168,30;0,26;3142,60;1006,00;1570,00;49,00;15,80;0,68;506,20;1590,00;16770,00;166,00;111,90;0,33;11304,60;123,00;78,60;41,00;33,30
1028;P83;Irrigation;I12;-43;;10/07/09;20/11/10;;;13/11/10;27/05/10;F;176,00;6790,00;223,50;112,70;0,50;3423,90;667,00;6340,00;217,30;82,50;0,62;2407,00;190,00;195,00;385,00;4110,00;208,10;112,50;0,46;2221,90;39033,00;26620,00;15554,83;1490,00;233,00;68,70;0,71;439,00;4690,00;221,00;86,20;0,61;1829,30;1150,00;1480,00;41,00;8,60;0,79;310,40;1766,00;18960,00;160,00;109,50;0,32;12975,80;116,00;77,50;42,00;32,00
1029;P83;Irrigation;I12;-44;;23/07/09;19/02/11;;;26/11/10;27/05/10;F;156,00;6000,00;173,80;43,30;0,75;1494,80;642,00;5850,00;205,60;52,70;0,74;1499,50;179,00;184,00;363,00;4400,00;170,00;69,00;0,59;1785,90;39046,00;21910,00;12700,59;1270,00;216,00;58,50;0,73;344,00;4640,00;211,00;91,30;0,57;2007,70;1010,00;1400,00;40,00;7,40;0,82;259,00;1161,00;14600,00;202,00;139,60;0,31;10089,90;153,00;107,60;43,00;32,00
1030;P83;Irrigation;I12;-45;;20/08/09;03/03/11;;;;10/06/10;M;152,00;5400,00;209,30;97,60;0,53;2518,10;665,00;6200,00;204,50;76,60;0,63;2322,30;192,00;190,00;382,00;4150,00;169,50;87,50;0,48;2142,30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1031;P83;Irrigation;I12;-46;;01/10/09;08/04/11;;;;08/07/10;M;140,00;6550,00;203,70;61,80;0,70;1987,20;667,00;6300,00;164,80;47,20;0,71;1804,40;189,00;186,00;375,00;4400,00;149,80;61,20;0,59;1797,60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1032;P83;Irrigation;I12;-47;;15/10/09;08/04/11;;;05/02/11;05/08/10;F;159,00;6350,00;218,60;42,90;0,80;1246,20;646,00;5800,00;246,50;43,60;0,82;1025,90;170,00;188,00;358,00;4200,00;170,00;74,50;0,56;1840,60;39117,00;19370,00;12768,14;1140,00;222,40;117,10;0,47;600,00;4640,00;191,50;104,90;0,45;2541,70;546,00;980,00;50,90;31,80;0,38;612,30;1337,00;12610,00;159,20;113,80;0,29;9013,90;124,00;85,60;35,20;28,20
1033;P83;Irrigation;I12;-48;;26/11/09;30/04/11;;;05/03/11;19/08/10;F;156,00;6200,00;211,50;57,30;0,73;1679,70;678,00;5900,00;245,20;63,40;0,74;1525,50;193,00;186,00;379,00;4150,00;219,20;88,80;0,59;1681,20;39145,00;19630,00;12925,72;1280,00;231,00;81,30;0,65;450,00;4490,00;233,00;141,70;0,39;2730,60;795,00;840,00;32,00;8,20;0,74;215,30;1287,00;13020,00;163,00;119,30;0,27;9529,40;127,00;90,00;36,00;29,30
1034;P83;Irrigation;I12;-49;;26/11/09;21/05/11;;;19/02/11;19/08/10;F;145,00;5600,00;232,10;60,10;0,74;1450,10;656,00;5600,00;204,30;54,20;0,73;1485,70;187,00;192,00;379,00;4600,00;287,80;113,20;0,61;1809,30;39131,00;20080,00;12419,47;1260,00;212,90;77,90;0,63;461,00;3820,00;218,70;89,60;0,59;1565,00;4440,00;540,00;38,30;6,30;0,84;88,80;1510,00;14460,00;137,80;98,20;0,29;10304,60;103,30;70,10;34,50;28,10
1035;P83;Irrigation;I12;-50;;10/12/09;03/03/11;;;03/03/11;02/09/10;F;150,00;5650,00;209,50;47,40;0,77;1278,30;658,00;5700,00;192,50;51,30;0,73;1519,00;194,00;190,00;384,00;4000,00;198,70;94,10;0,53;1894,30;39143,00;14910,00;9948,88;960,00;218,00;144,70;0,34;637,00;3800,00;227,00;124,10;0,45;2077,40;535,00;640,00;32,00;26,70;0,17;534,00;1120,00;9510,00;132,00;93,00;0,30;6700,20;100,00;70,10;32,00;22,90
1036;P83;Irrigation;I12;-51;;24/12/09;08/07/11;;;08/04/11;14/10/10;F;160,00;6600,00;225,80;63,20;0,72;1847,30;662,00;5550,00;208,60;59,10;0,72;1572,40;191,00;193,00;384,00;3650,00;173,50;78,00;0,55;1640,90;39179,00;18810,00;12832,33;1280,00;205,00;130,80;0,36;817,00;3570,00;207,00;117,20;0,43;2021,30;500,00;670,00;39,00;12,20;0,69;209,60;1189,00;13290,00;160,00;117,80;0,26;9784,80;121,00;86,80;40,00;31,00
1037;P83;Irrigation;I12;-52;;07/01/10;22/07/11;;;08/04/11;14/10/10;F;;;;;;;636,00;5250,00;230,10;101,10;0,56;2306,70;182,00;186,00;368,00;3600,00;182,60;77,30;0,58;1524,00;39179,00;14310,00;9566,83;1190,00;214,00;94,80;0,56;527,00;3250,00;221,00;126,80;0,43;1864,70;679,00;740,00;32,00;7,80;0,76;180,40;700,00;9130,00;180,00;137,90;0,23;6994,60;148,00;106,50;39,00;31,40
1038;P83;Irrigation;I12;-53;;04/02/10;;;;30/04/11;11/11/10;F;;;;;;;;;;;;;;;;;;;;;39201,00;19430,00;10264,08;1320,00;216,00;83,10;0,62;508,00;3790,00;208,00;73,60;0,65;1341,10;628,00;1110,00;43,00;5,60;0,87;144,60;1211,00;13210,00;115,00;72,00;0,37;8270,60;81,00;49,40;32,00;22,60
1039;P83;Irrigation;I12;-54;;18/02/10;;;;21/05/11;25/11/10;F;;;;;;;;;;;;;;;;;;;;;39222,00;18100,00;10708,94;1150,00;210,00;32,30;0,85;177,00;3910,00;206,00;78,20;0,62;1484,30;1050,00;1120,00;39,00;5,90;0,85;169,40;1014,00;11920,00;174,00;129,60;0,26;8878,30;145,00;101,40;34,00;28,20
1040;P83;Irrigation;I12;-55;;04/03/10;;;;04/06/11;09/12/10;F;;;;;;;;;;;;;;;;;;;;;39236,00;16780,00;10198,09;1020,00;231,00;39,60;0,83;175,00;4010,00;219,00;90,70;0,59;1660,80;1065,00;1160,00;34,00;4,80;0,86;163,80;1240,00;10590,00;124,00;96,00;0,23;8198,70;102,00;72,50;29,00;23,50
1041;P83;Irrigation;I12;-56;;01/04/10;;;;08/07/11;20/01/11;F;;;;;;;;;;;;;;;;;;;;;39270,00;8250,00;4004,55;610,00;203,00;41,30;0,80;124,00;3030,00;208,00;84,80;0,59;1235,30;1130,00;1100,00;27,00;5,10;0,81;207,80;390,00;3510,00;143,00;99,30;0,31;2437,40;109,00;80,80;22,00;18,50
1042;P83;Irrigation;I12;-57;;01/04/10;;;;22/07/11;02/02/11;F;;;;;;;;;;;;;;;;;;;;;39284,00;12030,00;8614,21;800,00;212,00;86,90;0,59;328,00;2790,00;221,00;96,80;0,56;1222,00;875,00;870,00;26,00;8,00;0,69;267,70;660,00;7570,00;138,00;123,90;0,10;6796,50;138,00;96,80;34,00;27,10
1043;P83;Irrigation;I12;-58;;13/05/10;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1044;P83;Irrigation;I12;-59;;13/05/10;;;;;31/03/11;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1045;P83;Irrigation;I12;-60;;27/05/10;;;;;12/05/11;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1046;P83;Irrigation;I12;-61;;24/06/10;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1047;P83;Irrigation;I12;-62;;08/07/10;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1048;P83;Irrigation;I12;-63;;05/08/10;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1049;P83;Irrigation;I12;-64;;19/08/10;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1050;P83;Irrigation;I12;-65;;02/09/10;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1051;P83;Irrigation;I12;-66;;30/09/10;;;;;21/09/11;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;P83;Irrigation;I12;-67;;14/10/10;;;;;21/09/11;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1053;P83;Irrigation;I12;-68;;11/11/10;;;;;21/09/11;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1054;P83;Irrigation;I12;-69;;09/12/10;;;;;07/10/11;M
1055;P83;Irrigation;I12;-70;;23/12/10;;;;;19/10/11;M
1056;P83;Irrigation;I12;-71;;06/01/11;;;;;03/11/11;M
1057;P83;Irrigation;I12;-72;;02/02/11;;;;;;
1058;P83;Irrigation;I12;-73;;17/02/11;;;;;;
1059;P83;Irrigation;I12;-74;;17/03/11;;;;;;
1060;P83;Irrigation;I12;-75;;31/03/11;;;;;;
1061;P83;Irrigation;I12;-76;;28/04/11;;;;;;
1062;P83;Irrigation;I12;-77;;26/05/11;;;;;;
1063;P83;Irrigation;I12;-78;;09/06/11;;;;;;
1064;P83;Irrigation;I12;-79;;07/07/11;;;;;;
1065;P83;Irrigation;I12;-80;;20/07/11;;;;;;
1066;P83;Irrigation;I12;-81;;04/08/11;;;;;;
1067;P83;Irrigation;I12;-82;;08/09/11;;;;;;
1067;P83;Irrigation;I12;-83;;21/09/11;;;;;;
1067;P83;Irrigation;I12;-84;;19/10/11;;;;;;
1067;P83;Irrigation;I12;-85;;03/11/11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1067;P83;Irrigation;I12;-86;;18/11/11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1068;P83;Irrigation;I13;37;;;01/03/08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00
1069;P83;Irrigation;I13;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1070;P83;Irrigation;I13;34;;;25/04/08;;;;;;;;;;;;655,00;6100,00;211,10;61,30;0,71;1771,30;205,00;203,00;408,00;3300,00;128,10;54,60;0,57;1406,60;;;;;;;;;;;;;;;;;;;;;;
1071;P83;Irrigation;I13;31;;;25/04/08;;;;;;;;;;;;641,00;5750,00;167,10;47,20;0,72;1624,20;206,00;199,00;405,00;3350,00;139,60;56,90;0,59;1365,40;;;;;;;;;;;;;;;;;;;;;;
1072;P83;Irrigation;I13;30;;;23/05/08;;21/05/08;;;;;;;;;;643,00;5700,00;181,60;55,90;0,69;1754,60;194,00;192,00;386,00;3800,00;96,80;43,70;0,55;1715,50;;;;;;;;;;;;;;;;;;;;;;
1073;P83;Irrigation;I13;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1074;P83;Irrigation;I13;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1075;P83;Irrigation;I13;25;;;24/05/08;;;;;;;;;;;;666,00;5850,00;158,10;45,50;0,71;1683,60;164,00;163,00;327,00;2900,00;118,60;49,50;0,58;1210,40;;;;;;;;;;;;;;;;;;;;;;
1076;P83;Irrigation;I13;24;;;23/05/08;;;;;;;;;;;;638,00;6250,00;199,40;58,40;0,71;1830,50;164,00;180,00;344,00;3500,00;113,40;49,50;0,56;1527,80;;;;;;;;;;;;;;;;;;;;;;
1077;P83;Irrigation;I13;23;;;14/11/08;;;;;;;;;;;;640,00;5900,00;225,40;66,60;0,70;1743,30;196,00;204,00;400,00;3140,00;110,40;45,50;0,59;1294,10;;;;;;;;;;;;;;;;;;;;;;
1078;P83;Irrigation;I13;22;;;27/06/08;;;;;;;;;;;;661,00;6800,00;183,50;51,20;0,72;1897,30;226,00;216,00;442,00;3150,00;107,60;42,40;0,61;1241,30;;;;;;;;;;;;;;;;;;;;;;
1079;P83;Irrigation;I13;21;;;25/07/08;;;;;;;;;;;;642,00;6400,00;214,10;55,90;0,74;1671,00;203,00;194,00;397,00;3800,00;113,60;46,80;0,59;1565,50;;;;;;;;;;;;;;;;;;;;;;
1080;P83;Irrigation;I13;20;;;16/08/08;;;;;;;;;;;;645,00;6250,00;102,20;56,00;0,45;3424,70;197,00;195,00;392,00;3500,00;207,20;42,80;0,79;723,00;;;;;;;;;;;;;;;;;;;;;;
1081;P83;Irrigation;I13;19;;;15/11/08;;;;;;;;;;;;634,00;5860,00;181,40;51,00;0,72;1647,50;182,00;192,00;374,00;3140,00;96,10;40,30;0,58;1316,80;;;;;;;;;;;;;;;;;;;;;;
1082;P83;Irrigation;I13;18;;;25/04/08;;;;;;;;;;;;645,00;6300,00;212,10;57,10;0,73;1696,00;195,00;198,00;393,00;3250,00;126,70;52,00;0,59;1333,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1083;P83;Irrigation;I13;17;;;24/05/08;;;;;;;;;;;;660,00;5800,00;179,60;50,10;0,72;1617,90;188,00;184,00;372,00;2450,00;113,80;44,60;0,61;960,20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1084;P83;Irrigation;I13;16;;;23/05/08;;;;;;;;;;;;678,00;6600,00;210,70;55,50;0,74;1738,50;188,00;186,00;374,00;3400,00;106,00;44,40;0,58;1424,20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1085;P83;Irrigation;I13;15;;;05/12/08;;;;;;;;;;;;635,00;6400,00;173,20;47,00;0,73;1736,70;194,00;198,00;392,00;2940,00;84,80;34,30;0,60;1189,20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1086;P83;Irrigation;I13;14;;;27/06/08;;;;;;;;;;;;641,00;6800,00;174,90;46,80;0,73;1819,60;208,00;215,00;423,00;2800,00;113,80;46,20;0,59;1136,70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1087;P83;Irrigation;I13;13;;;25/07/08;;;25/04/08;;;;;;;;;615,00;5700,00;228,10;56,00;0,75;1399,40;191,00;173,00;364,00;3400,00;1225,00;50,70;0,96;140,70;38101,00;34200,00;18419,05;2250,00;192,90;29,30;0,85;342,00;7300,00;121,90;40,20;0,67;2407,40;200,00;450,00;82,10;10,40;0,87;57,00;2404,00;24200,00;303,80;196,00;0,36;15612,90;272,50;173,60;31,30;22,40
1088;P83;Irrigation;I13;12;;;16/08/08;;;24/05/08;;;;;;;;;608,00;5850,00;90,60;40,40;0,55;2608,60;198,00;192,00;390,00;3450,00;156,60;36,40;0,77;801,90;38130,00;37300,00;20801,93;2300,00;212,30;30,80;0,85;334,00;7250,00;144,60;44,30;0,69;2221,10;146,00;250,00;75,00;9,10;0,88;30,30;2627,00;27500,00;228,10;151,10;0,34;18216,80;183,90;120,60;44,20;30,50
1089;P83;Irrigation;I13;11;;;15/11/08;;;23/05/08;;;;;;;;;597,00;5280,00;238,00;61,60;0,74;1366,60;193,00;196,00;389,00;2800,00;69,60;29,40;0,58;1182,80;38129,00;45159,00;25853,99;1959,00;167,40;23,30;0,86;273,00;7600,00;174,80;53,00;0,70;2304,30;502,00;1450,00;129,50;14,80;0,89;165,70;2470,00;34150,00;287,40;194,50;0,32;23111,30;254,60;171,40;32,80;23,10
1090;P83;Irrigation;I13;10;;;31/10/08;;;;;;;;;;;;607,00;6100,00;226,70;612,00;-1,70;16467,60;200,00;193,00;393,00;2840,00;76,10;32,70;0,57;1220,30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1091;P83;Irrigation;I13;9;;;08/11/08;;;27/06/08;02/01/08;F;;;;;;;620,00;6200,00;197,00;50,40;0,74;1586,20;202,00;206,00;408,00;2820,00;102,90;42,50;0,59;1164,70;38164,00;21400,00;11009,35;1500,00;205,30;30,70;0,85;224,00;5400,00;164,20;51,90;0,68;1706,80;110,00;200,00;53,60;6,60;0,88;24,60;2780,00;14300,00;201,70;127,70;0,37;9053,60;169,20;105,50;32,50;22,20
1092;P83;Irrigation;I13;8;;;16/08/08;;;25/07/08;16/01/08;F;;;;;;;634,00;6750,00;125,60;62,50;0,50;3358,90;196,00;198,00;394,00;3250,00;244,10;51,20;0,79;681,70;38192,00;27200,00;14397,04;1850,00;236,30;33,70;0,86;264,00;6350,00;234,20;67,00;0,71;1816,60;286,00;700,00;48,30;5,70;0,88;82,60;1716,00;18300,00;251,30;168,00;0,33;12234,00;219,10;145,50;32,20;22,50
1093;P83;Irrigation;I13;7;;;05/12/08;;;16/08/08;14/02/08;F;;;;;;;649,00;6900,00;141,90;36,50;0,74;1774,80;204,00;198,00;402,00;3200,00;92,20;36,40;0,61;1263,30;38214,00;27850,00;15156,38;2100,00;207,20;26,90;0,87;273,00;5800,00;252,90;80,20;0,68;1839,30;306,00;600,00;73,50;7,80;0,89;63,70;2006,00;19350,00;223,60;150,00;0,33;12980,80;193,50;128,00;30,10;22,00
1094;P83;Irrigation;I13;6;;;13/12/08;;;;27/02/08;M;;;;;;;665,00;7260,00;180,10;48,10;0,73;1939,00;202,00;198,00;400,00;3980,00;83,30;37,10;0,55;1772,60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1095;P83;Irrigation;I13;5;;;31/10/08;;;31/10/08;10/04/08;F;;;;;;;671,00;7320,00;185,00;50,80;0,73;2010,00;199,00;197,00;396,00;3580,00;66,80;27,70;0,59;1484,50;38290,00;25710,00;14910,68;1380,00;118,40;18,20;0,85;212,00;4700,00;147,30;50,50;0,66;1611,30;246,00;280,00;45,50;5,40;0,88;33,20;2006,00;19350,00;226,20;152,60;0,33;13054,00;193,00;129,40;33,20;23,20
1096;P83;Irrigation;I13;4;dry;;;12/05/09;;08/11/08;26/04/08;F;;;;;;;;;;;;;;;;;;;;;38298,00;17480,00;8677,48;1700,00;176,10;24,50;0,86;237,00;3600,00;157,30;45,10;0,71;1032,20;553,00;1060,00;59,60;8,60;0,86;153,00;930,00;11120,00;289,50;188,90;0,35;7255,80;254,40;164,10;35,10;24,80
1097;P83;Irrigation;I13;3;dry;;;10/07/09;20/08/09;15/11/08;21/05/08;F;;;;;;;;;;;;;;;;;;;;;38305,00;23820,00;12849,68;1980,00;150,20;25,20;0,83;332,00;5400,00;136,30;50,10;0,63;1984,90;592,00;620,00;37,20;4,20;0,89;70,00;1660,00;15820,00;207,00;136,90;0,34;10462,60;182,50;119,60;24,50;17,30
1098;P83;Irrigation;I13;2;;;05/12/08;;;05/12/08;21/05/08;F;;;;;;;656,00;6980,00;171,20;46,70;0,73;1904,00;206,00;196,00;402,00;3500,00;86,40;35,40;0,59;1434,00;38325,00;15880,00;7927,20;1040,00;62,50;10,20;0,84;170,00;3920,00;109,20;10,20;0,91;366,20;318,00;320,00;44,00;4,90;0,89;35,60;978,00;10600,00;260,40;180,70;0,31;7355,70;231,80;160,60;28,60;20,10
1099;P83;Irrigation;I13;1;dry;;;17/10/09;;13/12/08;03/07/08;F;;;;;;;;;;;;;;;;;;;;;38333,00;24480,00;14141,94;1780,00;179,30;26,00;0,85;258,00;5200,00;74,20;25,80;0,65;1808,10;446,00;520,00;37,90;4,40;0,88;60,40;1842,00;16980,00;210,00;148,60;0,29;12015,40;183,10;129,30;26,90;19,30
1100;P83;Irrigation;I13;-1;dry;12/09/07;;14/05/09;;;07/05/08;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1101;P83;Irrigation;I13;-2;dry;26/09/07;;10/07/09;;;17/07/08;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
