Urut;Progeny;Treatment;TreeNb;NbLeaf;Status;NewLeafDate;PruningLeafDate;DryLeafDate;BrokenLeafDate;HarvestingBunchDate;SpatheOpeningDate;BunchSex;PetioleLength;PetioleFW;PetSampleFW;PetSampleDW;PetioleWaterContent;PetioleDW;RachisLength;RachisFW;RacSampleFW;RacSampleDW;RachisWaterContent;RachisDW;LeafletNbRigth;LeafletNbLeft;LeafletTotNb;LeafletFW;LeafSampleFW;LeafSampleDW;LeafWaterContent;LeafletDW;HarvestingBunchDate;BunchFW;BunchDW;PeduncleFW;PedSampleFW;PedSampleDW;PeduncleWaterContent;PeduncleDW;SpikeletFW;SpiSampleFW;SpiSampleDW;SpikeletWaterContent;SpikeletDW;ParthenoFruitNb;ParthenoFruitFW;ParthenoSampleFW;ParthenoSampleDW;ParthenoFruitWaterContent;ParthenoFruitDW;FruitNb;FruitFW;FruitSampleFW;FruitSampleDW;FruitWaterContent;FruitDW;PulpSampleFW;PulpSampleDW;NutSampleFW;NutSampleDW
428;P63;Irrigation;I4;-27;dry;13/11/08;;;;19/12/09;24/06/09;F;;;;;;;;;;;;;;;;;;;;;38704,00;26060,00;13238,61;1580,00;102,00;14,00;0,86;217,00;6700,00;83,00;26,90;0,68;2171,40;1172,00;2280,00;56,00;8,30;0,85;337,90;1300,00;15500,00;202,00;137,00;0,32;10512,40;169,00;114,50;33,00;22,50
429;P63;Irrigation;I4;-28;;27/11/08;20/03/10;;;;;A;151,20;6580,00;135,10;28,50;0,79;1388,10;564,50;7140,00;142,10;34,50;0,76;1733,50;164,00;163,00;327,00;3840,00;219,10;86,40;0,61;1514,30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
430;P63;Irrigation;I4;-29;dry;10/12/08;10/04/10;16/09/09;;;05/08/09;M;149,70;7000,00;221,70;42,70;0,81;1348,20;679,00;7440,00;183,30;51,40;0,72;2086,30;199,00;195,00;394,00;4600,00;159,60;59,80;0,63;1723,60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
431;P63;Irrigation;I4;-30;;24/12/08;01/05/10;;;;;A;150,00;6960,00;138,50;30,30;0,78;1522,70;678,00;7440,00;128,50;33,80;0,74;1957,00;198,00;196,00;394,00;4640,00;186,30;70,10;0,62;1745,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
432;P63;Irrigation;I4;-31;dry;07/01/09;;15/10/10;;;02/09/09;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
433;P63;Irrigation;I4;-32;;21/01/09;05/06/10;;;;16/09/09;F;143,00;6800,00;360,80;210,40;0,42;3965,40;671,00;7440,00;370,50;250,50;0,32;5030,30;202,00;197,00;399,00;4480,00;340,80;275,30;0,19;3619,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
434;P63;Irrigation;I4;-33;dry;04/02/09;;;;20/03/10;30/09/09;F;;;;;;;;;;;;;;;;;;;;;38795,00;20460,00;10322,15;1160,00;120,00;16,20;0,87;157,00;5900,00;80,00;28,40;0,65;2094,50;1132,00;2800,00;51,00;10,70;0,79;587,50;897,00;10600,00;250,00;176,50;0,29;7483,60;226,00;158,70;24,00;17,80
435;P63;Irrigation;I4;-34;;18/02/09;;24/11/10;;10/04/10;28/10/09;F;;;;;;;;;;;;;;;;;;;;;38816,00;18840,00;9957,71;1820,00;110,00;16,70;0,85;276,00;4000,00;86,00;50,20;0,42;2334,90;1665,00;2420,00;44,00;5,90;0,87;324,50;825,00;10600,00;277,00;183,50;0,34;7022,00;241,00;157,80;36,00;25,70
436;P63;Irrigation;I4;-35;dry;04/03/09;;23/06/10;;01/05/10;11/11/09;F;;;;;;;;;;;;;;;;;;;;;38837,00;19320,00;10636,44;1400,00;69,00;62,00;0,10;1258,00;5440,00;63,00;20,00;0,68;1727,00;1330,00;2040,00;44,00;5,80;0,87;268,90;700,00;10440,00;252,00;178,20;0,29;7382,60;218,00;153,80;34,00;24,40
437;P63;Irrigation;I4;-36;;01/04/09;12/06/10;;;;;A;128,00;6380,00;217,60;175,30;0,19;5139,80;640,00;7060,00;217,50;125,20;0,42;4064,00;203,00;202,00;405,00;4700,00;253,00;135,20;0,47;2511,60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
438;P63;Irrigation;I4;-37;dry;15/04/09;15/04/11;;;05/06/10;09/12/09;F;;;;;;;;;;;;;;;;;;;;;38872,00;17340,00;8257,67;1420,00;209,00;99,00;0,53;673,00;5140,00;207,00;115,00;0,44;2855,60;1640,00;2440,00;55,00;5,80;0,89;257,30;663,00;8340,00;207,00;111,00;0,46;4472,20;172,00;98,00;35,00;13,00
439;P63;Irrigation;I4;-38;dry;29/04/09;15/04/11;;;;23/12/09;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
440;P63;Irrigation;I4;-39;dry;13/05/09;27/11/10;27/11/10;;;06/01/10;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
441;P63;Irrigation;I4;-40;;27/05/09;23/10/10;23/10/10;;;03/02/10;M;144,00;6780,00;200,80;75,50;0,62;2549,30;607,00;6200,00;216,80;93,20;0,57;2665,30;198,00;200,00;398,00;2820,00;206,10;91,50;0,56;1252,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
442;P63;Irrigation;I4;-41;dry;10/06/09;15/10/10;15/10/10;;;03/03/10;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
443;P63;Irrigation;I4;-42;dry;24/06/09;18/06/11;18/06/11;;;17/03/10;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
444;P63;Irrigation;I4;-43;;09/07/09;10/12/10;;;;14/04/10;M;138,50;6500,00;215,90;80,00;0,63;2408,50;613,00;6800,00;295,00;104,50;0,65;2408,80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
445;P63;Irrigation;I4;-44;;22/07/09;15/10/10;15/10/10;;15/10/10;28/04/10;F;152,00;7560,00;234,80;153,50;0,35;4942,30;648,00;6900,00;233,50;131,80;0,44;3894,70;201,00;198,00;399,00;4500,00;230,20;151,10;0,34;2953,70;39004,00;18840,00;10246,45;1490,00;207,00;98,60;0,52;710,00;4310,00;203,00;114,10;0,44;2422,50;2960,00;3000,00;34,00;6,20;0,82;547,10;829,00;10040,00;122,00;79,80;0,35;6567,10;90,00;56,20;32,00;23,60
446;P63;Irrigation;I4;-45;;05/08/09;28/05/11;;;;12/05/10;F;142,00;6950,00;243,10;61,70;0,75;1763,90;650,00;7500,00;264,90;64,50;0,76;1826,20;201,00;196,00;397,00;4650,00;222,30;94,20;0,58;1970,40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
447;P63;Irrigation;I4;-46;;16/09/09;21/01/11;;;06/11/10;26/05/10;F;143,00;7000,00;246,40;139,80;0,43;3971,60;660,00;7300,00;221,20;97,40;0,56;3214,40;194,00;196,00;390,00;4750,00;196,00;87,80;0,55;2127,80;39026,00;22985,00;13207,43;1780,00;230,00;84,90;0,63;657,00;5365,00;225,00;85,80;0,62;2045,90;1330,00;1620,00;60,00;24,40;0,59;658,80;1120,00;14220,00;197,00;136,40;0,31;9845,70;162,00;110,70;35,00;25,70
448;P63;Irrigation;I4;-47;;28/10/09;12/02/11;;;;23/06/10;M;142,00;6400,00;195,90;67,80;0,65;2215,00;656,00;7800,00;224,90;70,30;0,69;2438,20;196,00;194,00;390,00;4000,00;132,10;59,10;0,55;1789,60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
449;P63;Irrigation;I4;-48;;28/10/09;04/03/11;;;18/12/10;23/06/10;F;138,00;6100,00;236,60;120,10;0,49;3096,40;663,00;7000,00;277,70;129,00;0,54;3251,70;198,00;204,00;402,00;5300,00;181,60;98,00;0,46;2860,10;39068,00;21920,00;12926,76;1610,00;224,90;47,90;0,79;343,00;5040,00;217,60;104,90;0,52;2429,70;1825,00;2570,00;52,00;17,70;0,66;874,80;869,00;12700,00;214,60;156,80;0,27;9279,40;181,10;129,80;33,50;27,00
450;P63;Irrigation;I4;-49;;11/11/09;;;;;07/07/10;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
451;P63;Irrigation;I4;-50;dry;25/11/09;17/09/11;20/07/11;;;21/07/10;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
452;P63;Irrigation;I4;-51;;25/11/09;15/04/11;;;21/01/11;18/08/10;F;132,00;5650,00;185,60;79,50;0,57;2420,10;658,00;6200,00;248,00;95,00;0,62;2375,00;201,00;198,00;399,00;4300,00;230,60;134,70;0,42;2511,80;39102,00;16520,00;8498,78;1490,00;194,80;64,70;0,67;495,00;5150,00;255,70;117,70;0,54;2370,60;1725,00;2160,00;38,60;6,20;0,84;346,90;670,00;7720,00;180,50;123,60;0,32;5286,40;153,30;102,10;27,20;21,50
453;P63;Irrigation;I4;-52;;23/12/09;22/10/11;;;12/02/11;01/09/10;F;139,00;6050,00;229,20;69,40;0,70;1831,90;639,00;5950,00;259,20;82,80;0,68;1900,70;192,00;186,00;378,00;4550,00;211,90;100,10;0,53;2149,40;39124,00;23780,00;15980,92;1660,00;195,20;118,00;0,40;1003,00;6460,00;160,00;100,50;0,37;4057,70;960,00;2340,00;33,00;17,40;0,47;1233,80;975,00;13320,00;180,70;131,40;0,27;9685,90;144,30;99,90;36,40;31,50
454;P63;Irrigation;I4;-53;;06/01/10;28/05/11;;;04/03/11;15/09/10;F;134,00;5550,00;263,00;63,10;0,76;1331,60;535,00;6300,00;240,30;80,20;0,67;2102,60;201,00;203,00;404,00;4300,00;258,50;110,00;0,57;1829,80;39144,00;22630,00;13547,31;1520,00;210,00;100,30;0,52;726,00;6360,00;232,00;126,60;0,45;3470,60;1280,00;1600,00;39,00;6,30;0,84;258,50;1172,00;13150,00;175,00;121,00;0,31;9092,30;146,00;99,40;29,00;21,60
455;P63;Irrigation;I4;-54;;20/01/10;26/08/11;20/07/11;;07/03/11;28/09/10;F;137,00;4200,00;229,70;81,90;0,64;1497,50;631,00;5800,00;211,90;67,90;0,68;1858,50;206,00;208,00;414,00;3900,00;205,10;96,20;0,53;1829,30;39147,00;20880,00;13446,43;1490,00;208,00;109,10;0,48;782,00;5630,00;209,00;122,40;0,41;3297,20;1500,00;1890,00;36,00;16,90;0,53;887,30;978,00;11870,00;180,00;128,60;0,29;8480,50;151,00;105,20;29,00;23,40
456;P63;Irrigation;I4;-55;;03/02/10;02/07/11;;;;27/10/10;M;148,00;7000,00;225,50;50,70;0,78;1573,80;636,00;6000,00;215,50;54,50;0,75;1517,40;199,00;196,00;395,00;4200,00;213,60;85,70;0,60;1685,10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
457;P63;Irrigation;I4;-56;;17/02/10;22/10/11;07/09/11;;15/04/11;27/10/10;F;137,00;5850,00;249,00;74,90;0,70;1759,70;634,00;5550,00;252,60;79,60;0,68;1748,90;202,00;201,00;403,00;4400,00;265,80;114,00;0,57;1887,10;39186,00;3528,20;1052,73;1580,00;228,00;91,40;0,60;633,00;48,20;230,00;103,40;0,55;21,70;1225,00;1900,00;43,00;9,00;0,79;397,70;;;;;;;;;;
458;P63;Irrigation;I4;-57;;03/03/10;07/05/11;;;07/05/11;10/11/10;F;149,00;7200,00;208,80;64,20;0,69;2213,80;639,00;6300,00;183,50;57,10;0,69;1960,40;202,00;198,00;400,00;4300,00;189,60;102,10;0,46;2315,60;39208,00;15840,00;7996,30;1580,00;202,00;47,00;0,77;368,00;5140,00;206,00;73,20;0,64;1826,40;1225,00;1200,00;28,00;3,80;0,86;162,90;690,00;7920,00;191,00;136,00;0,29;5639,40;157,00;109,70;34,00;26,30
459;P63;Irrigation;I4;-58;;31/03/10;22/10/11;;06/10/11;28/05/11;08/12/10;F;;;;;;;;;;;;;;;;;;;;;39229,00;17210,00;8468,05;1210,00;208,00;34,60;0,83;201,00;4720,00;208,00;71,30;0,66;1618,00;1888,00;1970,00;33,00;4,30;0,87;256,70;1049,00;9310,00;164,00;112,60;0,31;6392,10;136,00;95,40;28,00;17,20
460;P63;Irrigation;I4;-59;;31/03/10;18/06/11;;;18/06/11;22/12/10;F;132,00;5650,00;234,90;49,70;0,79;1195,40;638,00;6100,00;225,30;57,50;0,74;1556,80;198,00;195,00;393,00;3900,00;225,90;101,90;0,55;1759,20;39250,00;17750,00;9368,39;1510,00;215,00;41,80;0,81;294,00;5150,00;218,00;79,70;0,63;1882,80;975,00;1230,00;46,00;5,70;0,88;152,40;810,00;9860,00;129,00;92,10;0,29;7039,60;103,00;71,40;26,00;20,70
461;P63;Irrigation;I4;-60;;28/04/10;;;;02/07/11;19/01/11;F;;;;;;;;;;;;;;;;;;;;;39264,00;21560,00;11231,55;1610,00;203,00;28,10;0,86;223,00;5250,00;212,00;78,70;0,63;1948,90;1520,00;1830,00;43,00;5,10;0,88;217,00;1,18;12870,00;178,00;122,30;0,31;8842,70;150,00;101,60;28,00;20,70
462;P63;Irrigation;I4;-61;;12/05/10;22/10/11;;;;02/02/11;M;142,00;6500,00;206,60;57,60;0,72;1812,20;631,00;6050,00;254,60;76,90;0,70;1827,40;202,00;198,00;400,00;4950,00;236,50;99,10;0,58;2074,20;;;;;;;;;;;;;;;;;;;;;;;;;;137,00;92,40;29,00;19,00
463;P63;Irrigation;I4;-62;;26/05/10;;;;;02/03/11;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
464;P63;Irrigation;I4;-63;;09/06/10;;;;;30/03/11;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
465;P63;Irrigation;I4;-64;;23/06/10;22/10/11;;;17/09/11;13/04/11;F;140,00;6400,00;293,50;90,60;0,69;1975,60;627,00;6200,00;256,90;79,30;0,69;1913,80;203,00;196,00;399,00;4700,00;212,20;93,80;0,56;2077,60;39341,00;12350,00;5557,78;1050,00;234,00;41,10;0,82;184,00;3880,00;206,00;68,40;0,67;1288,30;2365,00;2690,00;33,00;8,60;0,74;701,00;451,00;4730,00;149,00;106,60;0,29;3384,00;125,00;88,90;24,00;17,70
466;P63;Irrigation;I4;-65;;21/07/10;;;;;27/04/11;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
467;P63;Irrigation;I4;-66;;04/08/10;01/07/11;;;22/10/11;11/05/11;F;;;;;;;634,00;6550,00;204,20;68,90;0,66;2210,10;204,00;202,00;406,00;4200,00;241,70;114,20;0,53;1984,40;39376,00;21620,00;11460,88;1520,00;228,00;59,30;0,74;395,00;5340,00;221,00;83,20;0,62;2010,40;1440,00;1710,00;34,00;4,90;0,86;246,40;1280,00;13050,00;144,00;97,20;0,33;8808,80;118,00;76,80;26,00;20,40
468;P63;Irrigation;I4;-67;;01/09/10;;;;;25/05/11;M
469;P63;Irrigation;I4;-68;;15/09/10;;;;;22/06/11;M
470;P63;Irrigation;I4;-69;;28/09/10;;;;;20/07/11;F
471;P63;Irrigation;I4;-70;;13/10/10;;;;;20/07/11;M
472;P63;Irrigation;I4;-71;;10/11/10;;;;;04/08/11;M
473;P63;Irrigation;I4;-72;;24/11/10;;;;;18/08/11;M
474;P63;Irrigation;I4;-73;;08/12/10;;;;;21/09/11;M
475;P63;Irrigation;I4;-74;;05/01/11;;;;;06/10/11;M
476;P63;Irrigation;I4;-75;;19/01/11;;;;;02/11/11;M
477;P63;Irrigation;I4;-76;;02/02/11;;;;;02/11/11;M
478;P63;Irrigation;I4;-77;;16/02/11;;;;;18/11/11;M
479;P63;Irrigation;I4;-78;;16/03/11;;;;;18/11/11;M
480;P63;Irrigation;I4;-79;;30/03/11;;;;;;
481;P63;Irrigation;I4;-80;;13/04/11;;;;;;
482;P63;Irrigation;I4;-81;;11/05/11;;;;;;
483;P63;Irrigation;I4;-82;;25/05/11;;;;;;
484;P63;Irrigation;I4;-83;;08/06/11;;;;;;;;;;;;;;;;;;;;;;;;;;
485;P63;Irrigation;I4;-84;;06/07/11;;;;;;;;;;;;;;;;;;;;;;;;;;
486;P63;Irrigation;I4;-85;;20/07/11;;;;;;;;;;;;;;;;;;;;;;;;;;
487;P63;Irrigation;I4;-86;;04/08/11;;;;;;;;;;;;;;;;;;;;;;;;;;
488;P63;Irrigation;I4;-87;;07/09/11;;;;;;;;;;;;;;;;;;;;;;;;;;
488;P63;Irrigation;I4;-88;;06/10/11;;;;;;;;;;;;;;;;;;;;;;;;;;
488;P63;Irrigation;I4;-89;;06/10/11;;;;;;;;;;;;;;;;;;;;;;;;;;
488;P63;Irrigation;I4;-90;;19/10/11;;;;;;;;;;;;;;;;;;;;;;;;;;
488;P63;Irrigation;I4;-91;;02/11/11;;;;;;;;;;;;;;;;;;;;;;;;;;
488;P63;Irrigation;I4;-92;;18/11/11;;;;;;;;;;;;;;;;;;;;;;;;;;
489;P63;Irrigation;I5;42;;;04/04/08;13/02/08;;;;;86,00;1750,00;99,20;48,70;0,51;859,10;670,00;1950,00;55,60;45,70;0,18;1602,80;198,00;202,00;400,00;1600,00;38,60;33,90;0,12;1405,20
490;P63;Irrigation;I5;38;;;04/04/08;;;;;;125,00;4550,00;175,00;42,90;0,75;1115,40;;;;;;;;;;;;;;
491;P63;Irrigation;I5;37;;;26/04/08;;;;;;;;;;;;665,00;7000,00;216,10;55,20;0,74;1788,10;215,00;206,00;421,00;3800,00;202,00;79,30;0,61;1491,80
492;P63;Irrigation;I5;35;;;15/02/08;;;;;;105,00;2700,00;195,70;49,80;0,75;687,10;635,00;2900,00;59,90;47,80;0,20;2314,20;199,00;187,00;386,00;2100,00;82,40;67,00;0,19;1707,50
493;P63;Irrigation;I5;34;;;;17/11/08;;;;;;;;;;;;;;;;;;;;;;;;
494;P63;Irrigation;I5;30;;;15/02/08;;;;;;80,00;2300,00;35,10;27,80;0,21;1821,70;620,00;2400,00;60,50;48,80;0,19;1935,90;190,00;188,00;378,00;2000,00;77,70;62,90;0,19;1619,00
495;P63;Irrigation;I5;29;;;26/04/08;;;;;;;;;;;;633,00;6300,00;223,80;51,80;0,77;1458,20;210,00;199,00;409,00;2850,00;156,10;60,40;0,61;1102,80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
496;P63;Irrigation;I5;27;;;06/03/08;;;;;;130,00;5550,00;211,70;49,70;0,77;1303,00;630,00;6200,00;181,20;42,40;0,77;1450,80;180,00;168,00;348,00;4200,00;129,60;50,10;0,61;1623,60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
497;P63;Irrigation;I5;26;pruning;;17/11/08;;;;;;;;;;;;624,00;6100,00;170,10;44,60;0,74;1599,40;205,00;200,00;405,00;3600,00;89,90;33,90;0,62;1357,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
498;P63;Irrigation;I5;25;;;18/04/08;;;;;;;;;;;;623,00;4350,00;158,70;41,90;0,74;1148,50;194,00;196,00;390,00;2600,00;147,20;59,70;0,59;1054,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
499;P63;Irrigation;I5;24;;;26/04/08;;;;;;;;;;;;611,00;6250,00;215,80;53,80;0,75;1558,20;184,00;194,00;378,00;3300,00;175,70;65,60;0,63;1232,10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
500;P63;Irrigation;I5;23;;;10/05/08;;;;;;;;;;;;610,00;7400,00;167,80;38,40;0,77;1693,40;200,00;200,00;400,00;3900,00;189,00;69,60;0,63;1436,20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
501;P63;Irrigation;I5;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
502;P63;Irrigation;I5;21;dry;;;18/03/09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
503;P63;Irrigation;I5;20;;;06/03/08;;;;;;158,00;7800,00;248,70;56,30;0,77;1765,70;611,00;6300,00;168,40;41,10;0,76;1537,60;188,00;182,00;370,00;3400,00;166,50;64,00;0,62;1306,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
504;P63;Irrigation;I5;19;;;22/03/08;;;;;;147,00;6800,00;198,10;47,90;0,76;1644,20;617,00;5900,00;189,70;43,80;0,77;1362,30;197,00;195,00;392,00;3850,00;120,70;45,90;0,62;1464,10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
505;P63;Irrigation;I5;18;;;08/08/08;;;;;;;;;;;;610,00;6200,00;203,90;53,40;0,74;1623,70;184,00;182,00;366,00;3150,00;182,00;69,50;0,62;1202,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
506;P63;Irrigation;I5;17;;;18/04/08;;;;;;;;;;;;632,00;6250,00;163,80;44,40;0,73;1694,10;196,00;198,00;394,00;3950,00;136,10;54,00;0,60;1567,20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
507;P63;Irrigation;I5;16;;;26/04/08;;;;;;;;;;;;625,00;6200,00;211,70;53,10;0,75;1555,10;223,00;215,00;438,00;3750,00;177,50;69,10;0,61;1459,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
508;P63;Irrigation;I5;15;;;10/05/08;;;06/03/08;;F;;;;;;;625,00;5950,00;156,10;37,90;0,76;1444,60;198,00;194,00;392,00;3750,00;177,10;67,40;0,62;1427,20;38051,00;20200,00;11207,23;1100,00;207,10;27,40;0,87;146,00;4750,00;232,80;83,60;0,64;1705,80;270,00;350,00;41,50;6,40;0,85;54,00;1375,00;14000,00;193,40;128,50;0,34;9302,00;164,50;107,80;28,90;20,70
509;P63;Irrigation;I5;14;;;30/05/08;;;22/03/08;;F;;;;;;;645,00;5800,00;196,00;41,90;0,79;1239,90;194,00;192,00;386,00;4100,00;138,70;48,60;0,65;1436,60;38067,00;26350,00;14444,19;2000,00;182,70;24,90;0,86;273,00;5300,00;111,40;36,30;0,67;1727,00;357,00;500,00;49,20;6,60;0,87;67,10;2233,00;18550,00;171,00;114,10;0,33;12377,50;138,70;90,70;32,30;23,40
510;P63;Irrigation;I5;13;;;16/03/09;;;;;;134,00;6100,00;268,20;63,80;0,76;1451,10;603,00;5620,00;132,60;34,10;0,74;1445,30;210,00;206,00;416,00;3640,00;81,90;31,40;0,62;1395,60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
511;P63;Irrigation;I5;12;;;16/03/09;;;18/04/08;;F;141,00;6320,00;199,40;47,40;0,76;1502,30;584,00;5300,00;174,20;46,50;0,73;1414,80;220,00;210,00;430,00;3420,00;81,10;31,20;0,62;1315,70;38094,00;30430,00;17527,58;1150,00;239,30;35,30;0,85;170,00;5750,00;111,30;36,50;0,67;1885,70;306,00;530,00;42,20;5,90;0,86;74,10;2208,00;23000,00;141,90;95,00;0,33;15398,20;115,60;75,60;26,30;19,40
512;P63;Irrigation;I5;11;;;12/09/08;;;26/04/08;;F;;;;;;;621,00;6400,00;282,90;67,00;0,76;1515,70;215,00;213,00;428,00;3700,00;100,70;37,70;0,63;1385,20;38102,00;28600,00;15861,46;2050,00;224,10;31,00;0,86;284,00;5300,00;188,40;58,60;0,69;1648,50;338,00;550,00;75,80;10,70;0,86;77,60;2620,00;20700,00;213,40;142,80;0,33;13851,70;182,40;119,70;31,00;23,10
513;P63;Irrigation;I5;10;;;08/08/08;;;10/05/08;02/01/08;F;;;;;;;650,00;6500,00;217,40;53,70;0,75;1605,60;208,00;202,00;410,00;3500,00;144,80;52,90;0,63;1278,70;38116,00;31900,00;17470,50;2750,00;262,50;34,30;0,87;359,00;6950,00;135,40;44,80;0,67;2299,60;240,00;700,00;94,30;11,30;0,88;83,90;2580,00;21500,00;276,20;189,20;0,32;14727,70;236,10;161,00;40,10;28,20
514;P63;Irrigation;I5;9;;;29/08/08;;;30/05/08;;F;;;;;;;621,00;6700,00;206,10;42,80;0,79;1391,40;212,00;209,00;421,00;5000,00;160,50;53,90;0,66;1679,10;38136,00;30950,00;16888,96;2150,00;169,90;23,80;0,86;301,00;7900,00;128,70;40,00;0,69;2455,30;280,00;400,00;57,80;7,60;0,87;52,60;2106,00;20500,00;175,30;120,40;0,31;14079,90;141,90;94,90;33,40;25,50
515;P63;Irrigation;I5;8;;;12/09/08;;;;02/01/08;M;;;;;;;628,00;6700,00;280,90;66,80;0,76;1593,30;206,00;204,00;410,00;4100,00;121,30;47,10;0,61;1592,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
516;P63;Irrigation;I5;7;dry;;;16/03/09;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
517;P63;Irrigation;I5;6;;;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
518;P63;Irrigation;I5;6;dry;;;15/04/09;;;25/04/08;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
519;P63;Irrigation;I5;5;;;12/05/09;;;08/08/08;13/02/08;F;163,00;9660,00;213,40;48,30;0,77;2186,40;682,00;8100,00;168,00;45,00;0,73;2169,60;210,00;210,00;420,00;3820,00;92,30;35,50;0,62;1469,20;38206,00;27950,00;16072,48;1900,00;244,50;35,30;0,86;274,00;5700,00;139,80;48,40;0,65;1973,40;180,00;250,00;35,60;4,30;0,88;30,20;2730,00;20100,00;171,50;117,70;0,31;13794,60;144,40;98,40;27,10;19,30
520;P63;Irrigation;I5;4;dry;;;16/03/09;;29/08/08;27/02/08;F;;;;;;;;;;;;;;;;;;;;;38227,00;23930,10;12967,86;1600,00;294,60;39,60;0,87;215,00;4650,00;67,60;18,10;0,73;1245,00;130,00;130,10;29,30;3,40;0,88;15,10;1885,00;17550,00;172,10;112,70;0,35;11492,60;141,00;91,20;31,10;21,50
521;P63;Irrigation;I5;3;;;12/05/09;;;12/09/08;27/02/08;F;158,00;8460,00;216,90;58,30;0,73;2273,90;693,00;8240,00;170,20;41,60;0,76;2014,00;204,00;202,00;406,00;3680,00;85,10;32,50;0,62;1405,40;38241,00;25350,00;14477,46;1900,00;145,10;20,30;0,86;266,00;6000,00;134,80;43,60;0,68;1940,70;223,00;350,00;26,50;3,40;0,87;44,90;1930,00;17100,00;186,30;133,20;0,29;12226,10;159,10;114,00;27,20;19,20
522;P63;Irrigation;I5;2;dry;;;29/04/09;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
523;P63;Irrigation;I5;1;;;22/05/09;;;;10/04/08;M;135,00;7100,00;148,10;38,50;0,74;1845,70;645,00;6620,00;190,00;46,40;0,76;1616,70;200,00;198,00;398,00;3150,00;96,90;37,10;0,62;1206,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
524;P63;Irrigation;I5;-1;dry;12/09/07;;24/06/09;;;08/05/08;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
525;P63;Irrigation;I5;-2;dry;26/09/07;;24/06/09;22/07/09;;04/06/08;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
526;P63;Irrigation;I5;-3;;24/10/07;14/11/09;;;;18/06/08;M;134,00;6400,00;121,50;28,70;0,76;1511,80;682,00;7220,00;156,40;32,00;0,80;1477,20;210,00;206,00;416,00;5300,00;157,90;47,90;0,70;1607,80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
